id,pole_id,load1_time1_set,load1_time2_set,load1_outmode,load2_time1_set,load2_time2_set,load2_outmode,scale_mode,param_setup_volta,work_v_setup,menu_password_1,menu_password_2,menu_password_3,max_bat_limit,over_v_comeback,low_v_comeback,low_v_limit,mppt_close_v,mppt_start_v,longitude,latitude,createdAt,updatedAt
2041,6,3.179865707,DAY,5.433883992,0.012973525,DAY,pv_v,0,10,10,0,0,0,12,7.863442622,3.011177724,6.12613469,9,4,-81.02260327,34.10219048,2020-11-11 00:20:41,2020-11-11 00:20:41
2042,10,1.72667965,NIGHT,8.152154199,0.420987507,NIGHT,pv_v,0,11,12,0,0,0,10,8.508365903,4.021910494,9.229183017,9,6,-80.86260327,34.26219048,2020-11-11 00:20:42,2020-11-11 00:20:42
2043,2,7.407279483,DAY,8.425021034,2.083123695,DAY,pv_v,0,12,12,0,0,0,10,11.71923997,3.057467962,9.226979385,6,5,-81.18260327,33.94219048,2020-11-11 00:20:43,2020-11-11 00:20:43
2044,1,6.924642304,NIGHT,1.127441037,4.712718408,NIGHT,pv_v,0,12,11,0,0,0,12,10.80480792,7.202407224,5.810978771,9,8,-81.22260327,33.90219048,2020-11-11 00:20:44,2020-11-11 00:20:44
2045,2,9.18409217,DAY,1.167827995,0.716396914,DAY,pv_v,0,10,12,0,0,0,11,13.98161994,3.597865856,3.332358594,4,8,-81.18260327,33.94219048,2020-11-11 00:20:45,2020-11-11 00:20:45
2046,4,4.404296871,NIGHT,9.000659017,8.52030301,NIGHT,pv_v,0,11,10,0,0,0,10,5.874507496,1.271308487,0.787147028,10,6,-81.10260327,34.02219048,2020-11-11 00:20:46,2020-11-11 00:20:46
2047,8,4.934953705,DAY,6.508581793,4.912615618,DAY,pv_v,0,10,10,0,0,0,11,11.84610529,6.517470398,7.994246427,2,10,-80.94260327,34.18219048,2020-11-11 00:20:47,2020-11-11 00:20:47
2048,10,1.670406555,NIGHT,9.589659538,8.711187637,NIGHT,pv_v,0,12,10,0,0,0,10,12.56852819,3.952440767,1.951033976,11,4,-80.86260327,34.26219048,2020-11-11 00:20:48,2020-11-11 00:20:48
2049,10,9.759173563,DAY,6.888169921,1.653337041,DAY,pv_v,0,10,12,0,0,0,10,9.400980261,5.60172268,7.780185735,11,8,-80.86260327,34.26219048,2020-11-11 00:20:49,2020-11-11 00:20:49
2050,1,0.119553563,NIGHT,9.574998879,3.884616151,NIGHT,pv_v,0,10,10,0,0,0,11,9.410082509,6.33739855,0.581567719,4,2,-81.22260327,33.90219048,2020-11-11 00:20:50,2020-11-11 00:20:50
2051,2,5.855480477,DAY,3.569451972,6.58335717,DAY,pv_v,0,12,12,0,0,0,10,8.191618119,5.960252148,6.080739716,7,6,-81.18260327,33.94219048,2020-11-11 00:20:51,2020-11-11 00:20:51
2052,8,8.395410661,NIGHT,1.940695058,7.927122063,NIGHT,pv_v,0,11,12,0,0,0,12,10.91286711,7.671358956,1.155849294,5,9,-80.94260327,34.18219048,2020-11-11 00:20:52,2020-11-11 00:20:52
2053,3,6.224436232,DAY,0.305337115,6.95709943,DAY,pv_v,0,10,11,0,0,0,11,8.490940425,1.814205739,6.119508918,5,7,-81.14260327,33.98219048,2020-11-11 00:20:53,2020-11-11 00:20:53
2054,2,6.782104366,NIGHT,5.497533421,5.110345055,NIGHT,pv_v,0,12,11,0,0,0,10,7.13569014,9.24795508,9.925106631,9,8,-81.18260327,33.94219048,2020-11-11 00:20:54,2020-11-11 00:20:54
2055,6,8.681395949,DAY,3.827632654,9.454076128,DAY,pv_v,0,11,12,0,0,0,12,10.45407384,1.615600004,9.307573621,10,3,-81.02260327,34.10219048,2020-11-11 00:20:55,2020-11-11 00:20:55
2056,6,6.252650122,NIGHT,2.874502716,5.17398827,NIGHT,pv_v,0,11,11,0,0,0,12,10.78854966,7.524718858,9.55172794,8,11,-81.02260327,34.10219048,2020-11-11 00:20:56,2020-11-11 00:20:56
2057,6,6.893651109,DAY,9.636339435,5.16040725,DAY,pv_v,0,12,12,0,0,0,11,9.941402913,2.451854686,1.975374289,10,2,-81.02260327,34.10219048,2020-11-11 00:20:57,2020-11-11 00:20:57
2058,3,3.635266687,NIGHT,8.138188035,2.730550762,NIGHT,pv_v,0,11,10,0,0,0,10,6.050562194,9.424547406,4.508400208,5,7,-81.14260327,33.98219048,2020-11-11 00:20:58,2020-11-11 00:20:58
2059,7,3.896447686,DAY,4.944893509,5.967625884,DAY,pv_v,0,12,12,0,0,0,12,6.080216956,5.514071768,9.031676727,9,3,-80.98260327,34.14219048,2020-11-11 00:20:59,2020-11-11 00:20:59
2060,9,6.361666158,NIGHT,9.600678586,9.138757926,NIGHT,pv_v,0,12,10,0,0,0,11,11.47293769,7.07590905,8.420558162,5,3,-80.90260327,34.22219048,2020-11-11 00:20:60,2020-11-11 00:20:60
2061,0,1.165448888,DAY,5.453178778,8.92771845,DAY,pv_v,0,12,10,0,0,0,11,7.516609283,1.017898101,3.998568735,10,5,-81.26260327,33.86219048,2020-11-11 00:20:61,2020-11-11 00:20:61
2062,1,2.308932566,NIGHT,4.507080812,5.709285542,NIGHT,pv_v,0,10,11,0,0,0,12,6.052004328,5.325985435,2.562113915,2,3,-81.22260327,33.90219048,2020-11-11 00:20:62,2020-11-11 00:20:62
2063,5,3.183087482,DAY,2.447193914,5.593695529,DAY,pv_v,0,11,10,0,0,0,12,13.24935633,5.370746527,8.525885594,9,11,-81.06260327,34.06219048,2020-11-11 00:20:63,2020-11-11 00:20:63
2064,7,9.988209877,NIGHT,3.883818005,1.593263772,NIGHT,pv_v,0,11,12,0,0,0,11,9.720506554,4.469573567,5.69774976,7,11,-80.98260327,34.14219048,2020-11-11 00:20:64,2020-11-11 00:20:64
2065,0,4.291554407,DAY,2.749931303,4.315295725,DAY,pv_v,0,10,10,0,0,0,10,8.47055519,5.330972601,1.218940768,11,10,-81.26260327,33.86219048,2020-11-11 00:20:65,2020-11-11 00:20:65
2066,5,8.381597413,NIGHT,0.640572807,4.7221428,NIGHT,pv_v,0,12,11,0,0,0,12,10.351881,9.496951893,1.789240111,5,7,-81.06260327,34.06219048,2020-11-11 00:20:66,2020-11-11 00:20:66
2067,7,5.664932909,DAY,2.48898969,4.866317877,DAY,pv_v,0,11,10,0,0,0,12,8.832165197,1.628928519,3.835780904,6,10,-80.98260327,34.14219048,2020-11-11 00:20:67,2020-11-11 00:20:67
2068,1,3.124878576,NIGHT,1.064236383,0.610607943,NIGHT,pv_v,0,11,10,0,0,0,10,10.66923073,2.113757995,4.775347996,2,2,-81.22260327,33.90219048,2020-11-11 00:20:68,2020-11-11 00:20:68
2069,7,3.985571166,DAY,8.248245396,2.863380127,DAY,pv_v,0,12,10,0,0,0,12,13.67152232,5.129615705,6.781879796,8,2,-80.98260327,34.14219048,2020-11-11 00:20:69,2020-11-11 00:20:69
2070,8,6.280353017,NIGHT,9.758025173,3.979427163,NIGHT,pv_v,0,11,11,0,0,0,11,5.28001323,1.541863999,6.006987058,7,3,-80.94260327,34.18219048,2020-11-11 00:20:70,2020-11-11 00:20:70
2071,0,1.285386596,DAY,8.252470505,8.472232568,DAY,pv_v,0,12,10,0,0,0,11,11.55399067,0.746239985,7.269484214,3,4,-81.26260327,33.86219048,2020-11-11 00:20:71,2020-11-11 00:20:71
2072,7,6.965851611,NIGHT,2.093775601,8.653469224,NIGHT,pv_v,0,10,12,0,0,0,10,9.787090414,0.749272946,4.96761049,4,5,-80.98260327,34.14219048,2020-11-11 00:20:72,2020-11-11 00:20:72
2073,10,7.431664149,DAY,9.889694609,1.058289216,DAY,pv_v,0,12,11,0,0,0,11,9.180057543,3.328900704,6.272869599,10,11,-80.86260327,34.26219048,2020-11-11 00:20:73,2020-11-11 00:20:73
2074,3,4.709385514,NIGHT,7.25612737,0.185233738,NIGHT,pv_v,0,12,12,0,0,0,11,12.38138275,7.106340189,2.467041157,9,4,-81.14260327,33.98219048,2020-11-11 00:20:74,2020-11-11 00:20:74
2075,7,1.031091194,DAY,9.392625194,0.671036302,DAY,pv_v,0,10,11,0,0,0,10,10.87079127,0.259247712,7.945605661,2,9,-80.98260327,34.14219048,2020-11-11 00:20:75,2020-11-11 00:20:75
2076,7,0.334445546,NIGHT,4.340154103,2.799255575,NIGHT,pv_v,0,11,10,0,0,0,12,6.534637864,5.977573008,7.631160468,2,6,-80.98260327,34.14219048,2020-11-11 00:20:76,2020-11-11 00:20:76
2077,8,9.307465971,DAY,1.237973999,9.373230735,DAY,pv_v,0,11,12,0,0,0,12,12.26691872,6.934613088,2.625518801,11,8,-80.94260327,34.18219048,2020-11-11 00:20:77,2020-11-11 00:20:77
2078,9,1.454100814,NIGHT,0.868464426,6.521909356,NIGHT,pv_v,0,10,12,0,0,0,11,8.683840281,8.825035658,5.216583956,2,7,-80.90260327,34.22219048,2020-11-11 00:20:78,2020-11-11 00:20:78
2079,3,3.001633139,DAY,3.933634782,4.059962876,DAY,pv_v,0,11,12,0,0,0,12,14.99611554,7.37905037,5.115248102,3,8,-81.14260327,33.98219048,2020-11-11 00:20:79,2020-11-11 00:20:79
2080,4,9.333177625,NIGHT,1.04820741,2.862684448,NIGHT,pv_v,0,10,11,0,0,0,12,8.750785723,9.192981482,6.973921141,6,8,-81.10260327,34.02219048,2020-11-11 00:20:80,2020-11-11 00:20:80
2081,10,5.432448737,DAY,1.377232504,0.931042548,DAY,pv_v,0,11,11,0,0,0,10,7.542648346,3.670526425,2.206913865,7,3,-80.86260327,34.26219048,2020-11-11 00:20:81,2020-11-11 00:20:81
2082,6,1.089491202,NIGHT,7.175175722,4.708554561,NIGHT,pv_v,0,12,12,0,0,0,10,10.61029317,5.164371628,5.016565156,6,4,-81.02260327,34.10219048,2020-11-11 00:20:82,2020-11-11 00:20:82
2083,6,3.571193073,DAY,0.050522599,2.217985565,DAY,pv_v,0,10,11,0,0,0,12,6.139554591,0.187918118,1.18397168,11,2,-81.02260327,34.10219048,2020-11-11 00:20:83,2020-11-11 00:20:83
2084,3,9.595659038,NIGHT,4.442442816,3.103941393,NIGHT,pv_v,0,11,11,0,0,0,11,11.98762113,2.652602311,2.127544109,2,6,-81.14260327,33.98219048,2020-11-11 00:20:84,2020-11-11 00:20:84
2085,7,5.897688758,DAY,5.122327624,2.479612728,DAY,pv_v,0,12,12,0,0,0,11,6.361574508,9.890548704,0.013315568,8,6,-80.98260327,34.14219048,2020-11-11 00:20:85,2020-11-11 00:20:85
2086,9,7.770211481,NIGHT,5.252623025,7.741516855,NIGHT,pv_v,0,11,11,0,0,0,10,12.18037068,5.763776499,9.552716239,2,5,-80.90260327,34.22219048,2020-11-11 00:20:86,2020-11-11 00:20:86
2087,5,1.953677073,DAY,7.03170121,8.566576073,DAY,pv_v,0,10,10,0,0,0,10,8.51147641,6.652639621,5.420092757,5,4,-81.06260327,34.06219048,2020-11-11 00:20:87,2020-11-11 00:20:87
2088,6,9.607696184,NIGHT,3.605796152,7.836329182,NIGHT,pv_v,0,11,12,0,0,0,11,13.90729225,8.879740516,8.488204039,2,11,-81.02260327,34.10219048,2020-11-11 00:20:88,2020-11-11 00:20:88
2089,1,1.906649979,DAY,7.763705502,9.162900424,DAY,pv_v,0,12,11,0,0,0,10,5.367672663,7.099721289,9.835080821,2,9,-81.22260327,33.90219048,2020-11-11 00:20:89,2020-11-11 00:20:89
2090,0,8.864918396,NIGHT,6.309673307,6.660100341,NIGHT,pv_v,0,10,11,0,0,0,10,7.517494694,4.79913361,0.514501712,6,6,-81.26260327,33.86219048,2020-11-11 00:20:90,2020-11-11 00:20:90
2091,5,1.283798144,DAY,1.765631264,9.93734529,DAY,pv_v,0,12,12,0,0,0,10,6.476941126,3.895312998,7.814237237,2,6,-81.06260327,34.06219048,2020-11-11 00:20:91,2020-11-11 00:20:91
2092,10,8.038220144,NIGHT,6.904896526,3.028361453,NIGHT,pv_v,0,12,11,0,0,0,11,14.24926661,2.986755422,0.771136727,6,6,-80.86260327,34.26219048,2020-11-11 00:20:92,2020-11-11 00:20:92
2093,9,6.078345868,DAY,3.162633485,2.204064799,DAY,pv_v,0,12,12,0,0,0,10,12.24507474,4.42932696,0.795752715,8,2,-80.90260327,34.22219048,2020-11-11 00:20:93,2020-11-11 00:20:93
2094,9,8.861360141,NIGHT,8.06626254,8.221849463,NIGHT,pv_v,0,12,11,0,0,0,12,6.431838867,1.487149424,6.939212062,7,7,-80.90260327,34.22219048,2020-11-11 00:20:94,2020-11-11 00:20:94
2095,3,3.316155685,DAY,5.09516667,8.426663011,DAY,pv_v,0,12,10,0,0,0,10,7.461654587,0.826936839,5.239003569,3,6,-81.14260327,33.98219048,2020-11-11 00:20:95,2020-11-11 00:20:95
2096,8,9.270018647,NIGHT,9.043166673,7.2971902,NIGHT,pv_v,0,11,12,0,0,0,12,5.893689704,8.373176873,7.642552113,2,5,-80.94260327,34.18219048,2020-11-11 00:20:96,2020-11-11 00:20:96
2097,6,2.728186063,DAY,4.587280455,5.658187753,DAY,pv_v,0,11,12,0,0,0,10,12.16362812,4.284255838,0.634379532,5,2,-81.02260327,34.10219048,2020-11-11 00:20:97,2020-11-11 00:20:97
2098,10,9.478164262,NIGHT,6.203175343,0.424366816,NIGHT,pv_v,0,12,12,0,0,0,12,5.512760983,2.849080571,4.560666754,3,9,-80.86260327,34.26219048,2020-11-11 00:20:98,2020-11-11 00:20:98
2099,4,7.998793103,DAY,7.234738216,0.100498034,DAY,pv_v,0,10,11,0,0,0,10,8.542101639,1.550157131,4.644868407,11,8,-81.10260327,34.02219048,2020-11-11 00:20:99,2020-11-11 00:20:99
2100,4,9.951669034,NIGHT,1.801010634,9.065608436,NIGHT,pv_v,0,12,10,0,0,0,12,5.202340353,1.71786085,0.006872574,9,8,-81.10260327,34.02219048,2020-11-11 00:21:00,2020-11-11 00:21:00
2101,1,9.423462096,DAY,5.314334927,9.683212601,DAY,pv_v,0,12,10,0,0,0,12,6.220161571,1.037667468,5.53028928,5,5,-81.22260327,33.90219048,2020-11-11 00:21:01,2020-11-11 00:21:01
2102,7,0.138135329,NIGHT,5.272041395,7.418353976,NIGHT,pv_v,0,11,10,0,0,0,11,7.287152607,8.032077815,6.534200826,9,3,-80.98260327,34.14219048,2020-11-11 00:21:02,2020-11-11 00:21:02
2103,1,6.345844842,DAY,3.473529406,4.687013632,DAY,pv_v,0,11,11,0,0,0,11,12.84670609,6.646573675,4.565346618,8,6,-81.22260327,33.90219048,2020-11-11 00:21:03,2020-11-11 00:21:03
2104,5,5.880858899,NIGHT,6.502051449,0.685356009,NIGHT,pv_v,0,11,10,0,0,0,10,6.005563662,3.968450488,5.286793745,5,6,-81.06260327,34.06219048,2020-11-11 00:21:04,2020-11-11 00:21:04
2105,9,6.347143453,DAY,5.805141124,4.88775319,DAY,pv_v,0,10,11,0,0,0,11,9.104138382,2.237330538,6.097462699,3,6,-80.90260327,34.22219048,2020-11-11 00:21:05,2020-11-11 00:21:05
2106,5,2.911349063,NIGHT,2.260653787,7.081724675,NIGHT,pv_v,0,12,10,0,0,0,11,14.86146491,1.430921227,4.793848896,2,7,-81.06260327,34.06219048,2020-11-11 00:21:06,2020-11-11 00:21:06
2107,2,8.313550161,DAY,2.199976108,2.481705688,DAY,pv_v,0,10,11,0,0,0,10,5.402984147,4.626694494,3.866377253,4,2,-81.18260327,33.94219048,2020-11-11 00:21:07,2020-11-11 00:21:07
2108,6,4.556354188,NIGHT,0.130335427,7.047226109,NIGHT,pv_v,0,12,11,0,0,0,11,10.62231103,9.919146529,4.076919764,7,9,-81.02260327,34.10219048,2020-11-11 00:21:08,2020-11-11 00:21:08
2109,3,1.823090193,DAY,7.112797212,0.373123434,DAY,pv_v,0,11,10,0,0,0,11,13.46174736,5.109792762,3.732807975,6,9,-81.14260327,33.98219048,2020-11-11 00:21:09,2020-11-11 00:21:09
2110,2,4.131532409,NIGHT,4.360058241,4.590537522,NIGHT,pv_v,0,11,10,0,0,0,10,6.56418399,4.622604501,5.951155552,3,8,-81.18260327,33.94219048,2020-11-11 00:21:10,2020-11-11 00:21:10
2111,10,4.580594432,DAY,6.241285064,4.618185184,DAY,pv_v,0,10,12,0,0,0,12,5.40003447,3.330108791,9.295288003,2,5,-80.86260327,34.26219048,2020-11-11 00:21:11,2020-11-11 00:21:11
2112,3,8.677691891,NIGHT,9.638495442,4.037226198,NIGHT,pv_v,0,10,10,0,0,0,12,9.085619779,0.178609083,7.000546457,6,8,-81.14260327,33.98219048,2020-11-11 00:21:12,2020-11-11 00:21:12
2113,8,3.37625039,DAY,1.170941889,0.544850211,DAY,pv_v,0,10,10,0,0,0,10,12.81082869,8.015652277,3.599950789,6,2,-80.94260327,34.18219048,2020-11-11 00:21:13,2020-11-11 00:21:13
2114,9,6.727010372,NIGHT,5.852452125,5.048892343,NIGHT,pv_v,0,10,11,0,0,0,10,7.818787549,6.375888219,4.563508763,5,10,-80.90260327,34.22219048,2020-11-11 00:21:14,2020-11-11 00:21:14
2115,0,9.345052885,DAY,8.182019907,4.198845896,DAY,pv_v,0,11,11,0,0,0,10,12.7031208,7.297827301,0.493316558,11,8,-81.26260327,33.86219048,2020-11-11 00:21:15,2020-11-11 00:21:15
2116,7,7.83692085,NIGHT,4.827443021,9.194361385,NIGHT,pv_v,0,10,11,0,0,0,11,11.84799602,4.886063572,7.920222834,5,8,-80.98260327,34.14219048,2020-11-11 00:21:16,2020-11-11 00:21:16
2117,0,0.923304122,DAY,4.6465563,5.52218569,DAY,pv_v,0,10,12,0,0,0,12,10.01947353,1.98527055,1.03880503,3,11,-81.26260327,33.86219048,2020-11-11 00:21:17,2020-11-11 00:21:17
2118,0,1.307708256,NIGHT,9.884796197,7.84614265,NIGHT,pv_v,0,10,12,0,0,0,10,8.618029894,3.98634327,5.983890298,2,5,-81.26260327,33.86219048,2020-11-11 00:21:18,2020-11-11 00:21:18
2119,3,5.091440194,DAY,4.286583116,3.25511839,DAY,pv_v,0,12,10,0,0,0,10,12.90880888,3.791082093,2.994055304,9,7,-81.14260327,33.98219048,2020-11-11 00:21:19,2020-11-11 00:21:19
2120,4,2.155416954,NIGHT,1.254622242,1.674307211,NIGHT,pv_v,0,12,11,0,0,0,12,8.238926647,5.476442059,2.973305801,4,5,-81.10260327,34.02219048,2020-11-11 00:21:20,2020-11-11 00:21:20
2121,2,3.541696219,DAY,0.957346571,2.530787651,DAY,pv_v,0,10,10,0,0,0,12,12.66073218,5.479290085,8.430428403,7,2,-81.18260327,33.94219048,2020-11-11 00:21:21,2020-11-11 00:21:21
2122,3,0.005454481,NIGHT,8.171466545,0.844401806,NIGHT,pv_v,0,12,11,0,0,0,12,10.4184719,2.765913878,6.135836162,11,9,-81.14260327,33.98219048,2020-11-11 00:21:22,2020-11-11 00:21:22
2123,4,7.327250599,DAY,3.17668161,8.314977587,DAY,pv_v,0,12,12,0,0,0,12,8.174149266,1.974113142,0.934292299,2,4,-81.10260327,34.02219048,2020-11-11 00:21:23,2020-11-11 00:21:23
2124,3,7.963175045,NIGHT,1.961293225,7.477862287,NIGHT,pv_v,0,10,12,0,0,0,12,7.318197559,9.307073548,9.387620837,8,3,-81.14260327,33.98219048,2020-11-11 00:21:24,2020-11-11 00:21:24
2125,8,8.647523592,DAY,6.668947091,1.703909745,DAY,pv_v,0,10,10,0,0,0,11,11.3056592,2.384778519,7.226616513,6,11,-80.94260327,34.18219048,2020-11-11 00:21:25,2020-11-11 00:21:25
2126,10,6.692287091,NIGHT,0.845234335,3.533265636,NIGHT,pv_v,0,12,10,0,0,0,11,11.70977955,9.59983962,8.377294869,6,4,-80.86260327,34.26219048,2020-11-11 00:21:26,2020-11-11 00:21:26
2127,9,9.978805556,DAY,4.762652882,5.927840833,DAY,pv_v,0,11,11,0,0,0,12,14.57404528,8.803368251,6.740682044,8,5,-80.90260327,34.22219048,2020-11-11 00:21:27,2020-11-11 00:21:27
2128,7,1.191636251,NIGHT,8.545316365,5.72093214,NIGHT,pv_v,0,12,10,0,0,0,12,11.21277335,5.071580965,3.572785355,2,2,-80.98260327,34.14219048,2020-11-11 00:21:28,2020-11-11 00:21:28
2129,6,1.70403581,DAY,7.801100133,7.324778184,DAY,pv_v,0,10,11,0,0,0,10,10.35444725,8.353757322,6.364319169,7,6,-81.02260327,34.10219048,2020-11-11 00:21:29,2020-11-11 00:21:29
2130,1,5.772103955,NIGHT,0.375007083,0.341919201,NIGHT,pv_v,0,11,12,0,0,0,11,12.48864048,4.244924547,1.493072585,7,10,-81.22260327,33.90219048,2020-11-11 00:21:30,2020-11-11 00:21:30
